current_high_count,current_high_tp,current_high_fp,current_high_precision,current_high_fp_rate,current_medium_count,current_medium_tp,current_medium_fp,current_medium_precision,current_medium_fp_rate,current_low_count,current_low_tp,current_low_fp,current_low_precision,current_low_fp_rate,total_actual_events,current_recall,enhanced_high_count,enhanced_high_precision,enhanced_high_fp_rate,downgraded_count,downgraded_precision,enhanced_recall,oi_surge_count,oi_surge_precision
62,48,14,77.4,22.6,28,11,17,39.3,60.7,8466,1473,6993,17.4,82.6,1532,3.9,13,92.3,7.7,49,73.5,1.5,408,25.7
